machine_id,timestamp,sensor_1,sensor_2,sensor_3,sensor_4
M_002,2022-11-18,41.099,31.61,39.705,33.254
M_002,2022-11-19,40.599,29.212,40.89,35.708
M_002,2022-11-20,40.798,29.666,39.345,32.858
M_002,2022-11-21,42.932,29.73,39.607,32.399
M_002,2022-11-22,41.76,30.566,39.239,32.931
M_002,2022-11-23,43.26,30.927,40.739,34.19
M_002,2022-11-24,43.447,30.174,40.566,34.241
M_002,2022-11-25,40.708,30.68,42.386,35.547
M_002,2022-11-26,43.779,31.419,41.286,33.411
M_002,2022-11-27,44.204,33.536,43.266,37.234
M_002,2022-11-28,44.125,34.426,42.412,34.293
M_002,2022-11-29,44.976,31.478,43.195,37.428
M_002,2022-11-30,44.816,35.937,41.436,36.766
M_002,2022-12-01,44.835,32.64,42.574,36.329
M_002,2022-12-02,43.978,34.136,43.385,37.753
M_002,2022-12-03,45.912,35.011,43.762,37.904
M_002,2022-12-04,46.399,34.976,46.133,38.704
M_002,2022-12-05,47.097,32.053,44.385,37.412
M_002,2022-12-06,45.182,33.668,44.613,35.856
M_002,2022-12-07,45.555,33.546,43.561,37.947
M_002,2022-12-08,44.999,35.141,42.861,37.197
M_002,2022-12-09,45.513,34.152,43.96,38.09
M_002,2022-12-10,43.871,32.827,43.763,36.485
M_002,2022-12-11,45.016,33.43,42.18,36.59
M_002,2022-12-12,42.59,33.606,41.006,37.072
M_002,2022-12-13,43.413,32.094,42.765,35.96
M_002,2022-12-14,44.039,33.197,41.971,34.194
M_002,2022-12-15,41.82,31.456,42.353,34.262
M_002,2022-12-16,41.692,33.08,40.871,33.788
M_002,2022-12-17,42.611,30.945,39.355,35.232
M_002,2022-12-18,40.932,30.889,40.521,34.266
M_002,2022-12-19,39.416,30.438,41.641,35.229
M_002,2022-12-20,40.63,31.709,39.77,33.604
M_002,2022-12-21,41.401,30.999,41.634,34.345
M_002,2022-12-22,41.782,32.042,40.015,34.188
M_002,2022-12-23,43.164,31.864,40.612,33.013
M_002,2022-12-24,42.805,30.082,41.191,36.03
M_002,2022-12-25,43.467,30.014,41.981,34.909
M_002,2022-12-26,42.009,32.785,41.701,35.155
M_002,2022-12-27,43.838,32.254,42.719,35.477
M_002,2022-12-28,43.606,34.304,44.149,34.793
M_002,2022-12-29,45.303,35.122,45.024,37.434
M_002,2022-12-30,43.876,34.73,42.974,36.947
M_002,2022-12-31,45.642,33.62,43.022,38.082
M_002,2023-01-01,47.386,35.929,45.136,38.855
M_002,2023-01-02,46.342,35.32,45.512,36.693
M_002,2023-01-03,46.005,34.891,44.794,37.701
M_002,2023-01-04,46.341,34.169,44.196,37.523
M_002,2023-01-05,46.612,34.903,44.197,37.732
M_002,2023-01-06,45.596,36.381,43.266,38.625
M_002,2023-01-07,45.833,33.645,45.738,38.258
M_002,2023-01-08,44.558,32.373,44.205,37.378
M_002,2023-01-09,43.687,32.841,44.496,35.12
M_002,2023-01-10,44.649,33.314,43.742,36.398
M_002,2023-01-11,44.227,32.358,42.795,36.78
M_002,2023-01-12,43.684,33.08,41.515,35.299
M_002,2023-01-13,42.577,32.04,43.418,35.153
M_002,2023-01-14,41.659,32.511,43.059,33.899
M_002,2023-01-15,44.479,32.088,42.45,36.331
M_002,2023-01-16,43.248,31.332,42.403,34.887
M_002,2023-01-17,43.211,32.487,39.939,35.272
M_002,2023-01-18,41.866,31.353,41.085,34.492
M_002,2023-01-19,43.586,29.863,39.25,32.487
M_002,2023-01-20,43.233,30.558,41.206,34.407
M_002,2023-01-21,41.463,32.367,41.131,34.469
M_002,2023-01-22,42.842,32.497,40.56,35.84
M_002,2023-01-23,44.385,30.675,42.123,34.987
M_002,2023-01-24,44.011,31.262,43.851,34.061
M_002,2023-01-25,43.48,33.325,41.948,35.238
M_002,2023-01-26,44.377,33.399,43.07,37.371
M_002,2023-01-27,44.191,34.071,42.988,36.093
M_002,2023-01-28,44.713,33.665,43.459,38.52
M_002,2023-01-29,45.12,33.878,44.312,37.836
M_002,2023-01-30,44.513,34.568,44.271,37.885
M_002,2023-01-31,46.686,35.264,46.098,38.306
M_002,2023-02-01,47.921,34.851,44.285,39.049
M_002,2023-02-02,47.611,34.034,44.96,37.993
M_002,2023-02-03,46.404,35.438,46.517,38.51
M_002,2023-02-04,47.564,35.041,46.025,38.775
M_002,2023-02-05,47.764,33.723,43.78,40.223
M_002,2023-02-06,45.069,34.3,43.837,39.308
M_002,2023-02-07,44.253,34.696,44.151,38.9
M_002,2023-02-08,44.596,34.741,42.898,39.79
M_002,2023-02-09,44.537,33.952,45.341,36.547
M_002,2023-02-10,46.043,33.13,43.957,36.16
M_002,2023-02-11,42.618,33.555,43.524,35.015
M_002,2023-02-12,43.284,33.959,43.101,35.553
M_002,2023-02-13,42.646,34.359,40.707,35.542
M_002,2023-02-14,41.483,33.429,41.851,35.483
M_002,2023-02-15,45.486,31.29,43.375,34.683
M_002,2023-02-16,42.328,34.366,41.31,33.544
M_002,2023-02-17,42.771,31.483,41.766,34.713
M_002,2023-02-18,44.719,32.227,40.339,34.986
M_002,2023-02-19,41.806,31.524,40.605,37.07
M_002,2023-02-20,42.099,32.644,41.377,33.989
M_002,2023-02-21,43.248,32.618,42.519,32.786
M_002,2023-02-22,42.141,33.5,41.362,35.936
M_002,2023-02-23,42.495,33.651,43.594,36.842
M_002,2023-02-24,45.198,34.896,41.901,35.734
M_002,2023-02-25,45.493,34.893,42.831,36.209
M_002,2023-02-26,44.374,32.588,42.665,36.136
M_002,2023-02-27,45.145,34.876,44.782,37.287
M_002,2023-02-28,45.332,35.106,43.229,39.132
M_002,2023-03-01,47.426,34.682,44.652,39.741
M_002,2023-03-02,46.278,36.156,45.219,40.315
M_002,2023-03-03,47.076,36.301,46.062,38.388
M_002,2023-03-04,46.225,36.624,45.724,37.867
M_002,2023-03-05,48.576,36.847,45.65,38.786
M_002,2023-03-06,46.829,36.314,43.507,41.1
M_002,2023-03-07,45.685,35.64,45.42,40.829
M_002,2023-03-08,46.156,36.999,45.561,37.639
M_002,2023-03-09,46.083,34.996,43.774,38.663
M_002,2023-03-10,45.623,35.324,44.704,37.307
M_002,2023-03-11,45.986,33.76,41.028,37.703
M_002,2023-03-12,44.262,34.365,45.725,39.201
M_002,2023-03-13,44.25,32.755,43.91,36.402
M_002,2023-03-14,44.424,32.538,43.193,35.578
M_002,2023-03-15,44.869,32.262,43.256,34.777
M_002,2023-03-16,44.17,31.589,42.56,36.769
M_002,2023-03-17,42.958,31.295,42.565,34.674
M_002,2023-03-18,42.598,32.435,43.273,35.386
M_002,2023-03-19,42.953,32.835,41.891,35.923
M_002,2023-03-20,44.024,31.784,38.58,34.484
M_002,2023-03-21,44.255,32.18,41.617,36.571
M_002,2023-03-22,43.13,30.306,40.636,36.007
M_002,2023-03-23,43.425,34.113,41.669,35.54
M_002,2023-03-24,42.933,32.463,40.835,35.789
M_002,2023-03-25,44.142,33.224,45.254,38.385
M_002,2023-03-26,43.856,31.729,43.417,37.34
M_002,2023-03-27,44.177,33.393,45.529,37.137
M_002,2023-03-28,46.13,33.704,44.32,37.488
M_002,2023-03-29,45.205,36.202,43.401,38.537
M_002,2023-03-30,45.902,35.838,44.825,39.481
M_002,2023-03-31,45.642,36.906,45.463,37.611
M_002,2023-04-01,47.523,35.81,44.045,39.532
M_002,2023-04-02,48.034,37.476,45.559,39.53
M_002,2023-04-03,47.18,37.785,45.228,39.022
M_002,2023-04-04,46.309,34.861,46.301,41.102
M_002,2023-04-05,46.873,35.356,46.168,40.018
M_002,2023-04-06,46.76,37.486,45.014,38.986
M_002,2023-04-07,46.981,36.245,45.642,37.764
M_002,2023-04-08,48.727,35.32,45.409,39.363
M_002,2023-04-09,45.405,35.265,44.274,38.814
M_002,2023-04-10,45.383,35.094,43.522,37.187
M_002,2023-04-11,43.893,33.714,41.594,37.308
M_002,2023-04-12,44.322,34.174,43.811,38.471
M_002,2023-04-13,47.068,34.778,42.93,36.337
M_002,2023-04-14,44.995,31.61,42.721,36.245
M_002,2023-04-15,44.414,33.611,41.995,35.773
M_002,2023-04-16,44.044,31.967,43.715,36.565
M_002,2023-04-17,43.615,33.001,41.887,35.175
M_002,2023-04-18,42.947,33.038,42.482,35.306
M_002,2023-04-19,44.136,32.379,41.603,35.998
M_002,2023-04-20,42.475,30.967,42.393,35.188
M_002,2023-04-21,43.419,31.873,43.791,35.368
M_002,2023-04-22,43.501,33.478,41.466,34.84
M_002,2023-04-23,44.64,32.98,42.267,37.219
M_002,2023-04-24,43.823,33.527,42.649,37.296
M_002,2023-04-25,46.38,32.353,44.07,38.261
M_002,2023-04-26,45.057,33.514,44.809,38.837
M_002,2023-04-27,46.799,35.441,44.917,37.367
M_002,2023-04-28,47.186,36.298,44.093,39.043
M_002,2023-04-29,47.351,36.747,45.533,38.198
M_002,2023-04-30,46.521,35.183,45.882,39.134
M_002,2023-05-01,49.429,37.345,47.163,40.112
M_002,2023-05-02,47.101,36.36,46.195,40.014
M_002,2023-05-03,47.959,36.738,46.189,39.333
M_002,2023-05-04,46.192,38.035,48.7,41.141
M_002,2023-05-05,46.254,37.466,47.446,39.466
M_002,2023-05-06,47.846,36.068,47.796,40.08
M_002,2023-05-07,46.209,36.963,47.095,39.682
M_002,2023-05-08,47.31,35.927,44.606,39.036
M_002,2023-05-09,47.006,35.522,46.194,38.448
M_002,2023-05-10,45.773,36.098,45.232,38.045
M_002,2023-05-11,46.733,34.177,43.882,35.227
M_002,2023-05-12,44.744,35.773,42.135,36.703
M_002,2023-05-13,45.354,31.837,43.314,38.413
M_002,2023-05-14,46.61,34.024,42.551,35.964
M_002,2023-05-15,44.416,33.719,45.039,37.599
M_002,2023-05-16,44.124,32.872,45.965,37.024
M_002,2023-05-17,43.216,32.827,41.917,33.838
M_002,2023-05-18,44.125,34.762,41.092,36.225
M_002,2023-05-19,43.121,33.516,42.565,34.825
M_002,2023-05-20,42.948,32.265,44.183,37.58
M_002,2023-05-21,43.803,34.508,42.851,36.144
M_002,2023-05-22,44.431,33.826,42.729,36.753
M_002,2023-05-23,45.487,33.996,43.652,37.551
M_002,2023-05-24,45.743,34.181,43.512,37.623
M_002,2023-05-25,43.895,34.445,41.927,36.17
M_002,2023-05-26,44.093,36.133,44.843,37.015
M_002,2023-05-27,46.841,36.505,45.768,38.518
M_002,2023-05-28,46.995,36.83,45.203,39.149
M_002,2023-05-29,46.882,34.692,46.966,41.554
M_002,2023-05-30,46.591,37.594,45.532,39.955
M_002,2023-05-31,49.233,36.371,46.62,38.281
M_002,2023-06-01,47.246,35.17,47.249,41.099
M_002,2023-06-02,47.79,37.464,46.596,41.109
M_002,2023-06-03,48.156,35.207,47.876,39.994
M_002,2023-06-04,46.684,36.682,44.962,39.061
M_002,2023-06-05,47.942,37.192,47.015,40.159
M_002,2023-06-06,46.875,36.68,46.04,38.299
M_002,2023-06-07,46.499,37.328,47.77,40.28
M_002,2023-06-08,48.468,36.176,47.576,41.336
M_002,2023-06-09,44.808,35.929,45.537,38.474
M_002,2023-06-10,46.632,35.348,44.314,38.471
M_002,2023-06-11,46.944,35.088,45.276,37.819
M_002,2023-06-12,45.808,33.313,43.766,37.61
M_002,2023-06-13,43.732,33.345,44.232,37.496
M_002,2023-06-14,45.519,33.279,43.68,36.398
M_002,2023-06-15,45.188,34.839,43.875,37.9
M_002,2023-06-16,44.359,34.298,43.311,35.658
M_002,2023-06-17,44.501,32.425,45.503,36.277
M_002,2023-06-18,44.914,33.423,41.945,34.727
M_002,2023-06-19,45.119,35.086,42.545,35.071
M_002,2023-06-20,44.23,32.785,42.815,37.523
M_002,2023-06-21,44.765,33.153,44.314,37.84
M_002,2023-06-22,44.804,34.446,44.571,37.924
M_002,2023-06-23,45.558,36.117,45.01,37.424
M_002,2023-06-24,45.485,34.539,45.472,37.665
M_002,2023-06-25,45.936,36.585,45.462,39.916
M_002,2023-06-26,47.589,34.781,45.599,40.138
M_002,2023-06-27,45.981,36.79,46.074,37.806
M_002,2023-06-28,47.7,35.91,45.323,39.947
M_002,2023-06-29,45.975,36.398,49.367,40.913
M_002,2023-06-30,47.285,38.737,46.084,39.97
M_002,2023-07-01,47.202,37.774,48.629,39.709
M_002,2023-07-02,46.392,38.71,48.916,38.815
M_002,2023-07-03,48.927,37.86,46.59,39.43
M_002,2023-07-04,49.387,37.741,47.559,40.131
M_002,2023-07-05,47.438,34.951,46.922,42.036
M_002,2023-07-06,47.118,35.653,47.354,40.986
M_002,2023-07-07,47.127,36.531,46.886,39.914
M_002,2023-07-08,48.365,38.969,44.566,40.952
M_002,2023-07-09,47.088,37.537,46.617,39.401
M_002,2023-07-10,47.341,35.354,44.717,39.749
M_002,2023-07-11,45.336,35.989,45.121,36.208
M_002,2023-07-12,45.223,35.299,44.301,35.608
M_002,2023-07-13,46.771,34.786,44.803,37.334
M_002,2023-07-14,45.685,36.155,43.329,39.178
M_002,2023-07-15,45.321,33.22,46.045,37.672
M_002,2023-07-16,45.444,33.665,42.881,37.292
M_002,2023-07-17,46.277,33.552,43.578,38.509
M_002,2023-07-18,44.41,34.387,44.497,36.87
M_002,2023-07-19,45.121,34.639,43.32,37.984
M_002,2023-07-20,44.449,33.488,42.379,36.85
M_002,2023-07-21,44.441,34.022,44.779,35.888
M_002,2023-07-22,43.607,34.0,44.953,38.228
M_002,2023-07-23,45.194,36.295,44.21,38.779
M_002,2023-07-24,46.009,34.669,44.676,39.462
M_002,2023-07-25,47.163,36.937,46.073,37.548
M_002,2023-07-26,49.347,36.774,46.657,39.213
M_002,2023-07-27,48.758,35.718,47.164,37.922
M_002,2023-07-28,48.699,36.109,47.208,41.736
M_002,2023-07-29,49.17,38.738,48.378,40.18
M_002,2023-07-30,49.206,36.049,46.83,42.357
M_002,2023-07-31,48.407,36.091,49.716,41.712
M_002,2023-08-01,49.658,37.08,48.088,41.509
M_002,2023-08-02,48.087,37.905,46.318,40.919
M_002,2023-08-03,49.81,37.256,49.653,39.757
M_002,2023-08-04,48.421,37.191,47.411,42.41
M_002,2023-08-05,47.465,37.165,48.014,40.9
M_002,2023-08-06,48.329,36.355,46.992,41.643
M_002,2023-08-07,46.197,36.276,44.901,40.701
M_002,2023-08-08,48.649,36.407,45.328,38.804
M_002,2023-08-09,46.725,35.888,46.844,38.711
M_002,2023-08-10,47.056,35.482,44.786,38.648
M_002,2023-08-11,46.575,36.32,44.896,37.392
M_002,2023-08-12,46.891,34.159,45.062,38.223
M_002,2023-08-13,45.436,34.275,45.125,34.37
M_002,2023-08-14,46.5,33.618,44.682,38.076
M_002,2023-08-15,46.484,34.573,43.289,35.961
M_002,2023-08-16,44.788,32.345,43.418,37.201
M_002,2023-08-17,44.461,34.359,43.825,37.181
M_002,2023-08-18,42.829,33.125,44.805,38.414
M_002,2023-08-19,43.599,33.789,45.419,37.077
M_002,2023-08-20,45.586,36.306,44.246,37.55
M_002,2023-08-21,45.866,37.043,45.379,38.4
M_002,2023-08-22,45.876,36.106,45.97,37.684
M_002,2023-08-23,47.499,35.828,45.747,38.285
M_002,2023-08-24,46.843,35.38,45.075,39.977
M_002,2023-08-25,47.318,35.541,48.76,38.906
M_002,2023-08-26,49.178,35.776,47.452,40.193
M_002,2023-08-27,47.834,37.826,47.435,40.007
M_002,2023-08-28,47.93,36.381,48.004,39.892
M_002,2023-08-29,49.053,38.808,48.167,40.683
M_002,2023-08-30,50.142,37.992,46.809,41.307
M_002,2023-08-31,49.922,37.827,49.123,40.922
M_002,2023-09-01,48.716,37.47,48.943,41.654
M_002,2023-09-02,48.298,38.048,45.116,42.413
M_002,2023-09-03,48.951,35.883,46.575,41.058
M_002,2023-09-04,47.577,38.851,48.22,41.608
M_002,2023-09-05,45.991,37.236,46.807,39.998
M_002,2023-09-06,47.833,36.288,47.373,41.371
M_002,2023-09-07,48.545,36.893,48.774,41.362
M_002,2023-09-08,47.362,36.148,47.712,40.828
M_002,2023-09-09,45.652,37.315,45.818,38.559
M_002,2023-09-10,44.7,35.577,45.577,40.624
M_002,2023-09-11,47.289,34.916,45.631,39.516
M_002,2023-09-12,46.122,34.616,44.414,38.779
M_002,2023-09-13,46.218,34.679,42.096,36.872
M_002,2023-09-14,46.269,32.686,45.744,39.043
M_002,2023-09-15,45.619,35.342,45.016,37.818
M_002,2023-09-16,44.218,35.726,45.909,36.741
M_002,2023-09-17,44.283,34.724,43.978,38.196
M_002,2023-09-18,47.087,32.8,46.37,37.829
M_002,2023-09-19,46.651,35.924,45.784,38.558
M_002,2023-09-20,46.76,35.92,44.744,37.064
M_002,2023-09-21,45.622,35.904,44.964,38.414
M_002,2023-09-22,49.053,37.279,45.911,40.283
M_002,2023-09-23,47.264,36.962,47.036,39.624
M_002,2023-09-24,47.43,38.505,47.639,38.217
M_002,2023-09-25,47.859,36.912,46.816,41.747
M_002,2023-09-26,48.923,36.681,47.431,41.803
M_002,2023-09-27,49.01,37.751,48.47,43.205
M_002,2023-09-28,49.951,39.957,47.822,41.839
M_002,2023-09-29,49.646,38.96,49.025,41.113
M_002,2023-09-30,50.424,37.315,47.35,44.269
M_002,2023-10-01,49.281,39.687,50.399,39.834
M_002,2023-10-02,50.845,39.534,50.269,40.894
M_002,2023-10-03,51.015,37.991,49.528,41.884
M_002,2023-10-04,50.103,38.548,46.403,38.569
M_002,2023-10-05,49.246,37.939,48.344,41.141
M_002,2023-10-06,50.707,38.086,47.152,41.383
M_002,2023-10-07,47.877,37.566,45.998,40.655
M_002,2023-10-08,47.427,35.949,48.79,39.178
M_002,2023-10-09,47.511,35.868,46.711,38.586
M_002,2023-10-10,47.961,38.324,45.191,40.695
M_002,2023-10-11,46.392,37.446,47.872,38.897
M_002,2023-10-12,44.957,36.592,45.612,39.336
M_002,2023-10-13,45.906,34.528,46.317,38.923
M_002,2023-10-14,44.647,35.944,45.487,38.123
M_002,2023-10-15,47.639,34.567,44.76,39.145
M_002,2023-10-16,46.11,33.816,45.127,37.976
M_002,2023-10-17,46.992,35.453,45.139,37.444
M_002,2023-10-18,46.09,36.457,44.453,38.644
M_002,2023-10-19,45.644,34.563,45.405,39.111
M_002,2023-10-20,48.9,35.617,45.765,38.013
M_002,2023-10-21,47.895,36.847,47.681,40.751
M_002,2023-10-22,48.046,36.391,46.809,39.941
M_002,2023-10-23,49.079,38.118,46.739,39.021
M_002,2023-10-24,49.889,38.304,47.146,41.456
M_002,2023-10-25,49.043,39.454,45.948,40.928
M_002,2023-10-26,50.944,39.075,50.028,40.48
M_002,2023-10-27,50.743,39.849,46.899,41.732
M_002,2023-10-28,49.824,37.478,48.566,43.161
M_002,2023-10-29,49.725,39.525,49.275,42.461
M_002,2023-10-30,49.512,40.043,47.54,42.583
M_002,2023-10-31,51.618,38.951,48.415,43.315
M_002,2023-11-01,50.323,40.072,49.108,40.129
M_002,2023-11-02,51.184,41.241,50.198,38.823
M_002,2023-11-03,50.225,38.473,47.599,42.253
M_002,2023-11-04,49.329,39.153,48.444,40.714
M_002,2023-11-05,48.554,37.559,46.323,40.116
M_002,2023-11-06,48.536,39.338,47.121,40.347
M_002,2023-11-07,47.165,37.543,48.435,42.706
M_002,2023-11-08,48.23,37.252,46.311,39.926
M_002,2023-11-09,48.191,36.414,46.31,39.894
M_002,2023-11-10,46.624,36.306,44.105,40.121
M_002,2023-11-11,49.27,35.533,46.202,40.127
M_002,2023-11-12,47.968,35.59,43.794,39.312
M_002,2023-11-13,46.661,35.353,45.308,39.033
M_002,2023-11-14,46.822,35.946,45.152,39.201
M_002,2023-11-15,46.19,36.283,44.757,38.905
M_002,2023-11-16,44.953,35.373,46.054,37.9
M_002,2023-11-17,46.441,33.523,44.303,38.012
M_002,2023-11-18,47.123,36.522,45.875,38.996
M_002,2023-11-19,46.968,37.23,46.47,39.37
M_002,2023-11-20,49.017,38.84,45.388,40.603
M_002,2023-11-21,51.226,37.583,47.161,40.438
M_002,2023-11-22,49.057,38.488,46.232,40.897
M_002,2023-11-23,46.728,37.954,47.004,41.694
M_002,2023-11-24,47.753,38.064,49.286,41.09
M_002,2023-11-25,47.881,39.21,48.11,41.958
M_002,2023-11-26,49.382,41.253,47.464,45.302
M_002,2023-11-27,49.982,39.722,48.707,42.113
M_002,2023-11-28,49.772,40.325,48.056,43.278
M_002,2023-11-29,48.474,40.099,50.418,41.741
M_002,2023-11-30,51.352,39.891,51.182,42.175
M_002,2023-12-01,53.417,37.377,49.181,41.26
M_002,2023-12-02,52.297,39.351,49.184,43.246
M_002,2023-12-03,50.21,38.788,47.868,42.74
M_002,2023-12-04,50.298,39.781,50.741,40.102
M_002,2023-12-05,49.504,39.93,48.357,39.59
M_002,2023-12-06,47.897,38.684,48.39,42.218
M_002,2023-12-07,48.006,38.214,46.751,41.404
M_002,2023-12-08,48.439,36.732,48.854,39.038
M_002,2023-12-09,47.862,36.327,48.747,40.959
M_002,2023-12-10,47.006,36.543,48.427,39.067
M_002,2023-12-11,45.595,36.817,46.583,40.383
M_002,2023-12-12,47.801,38.066,44.32,38.283
M_002,2023-12-13,47.636,35.034,44.427,41.196
M_002,2023-12-14,45.281,35.717,45.752,40.567
M_002,2023-12-15,45.047,36.498,44.935,39.901
M_002,2023-12-16,46.111,37.756,45.026,36.913
M_002,2023-12-17,46.413,36.108,47.194,38.301
M_002,2023-12-18,46.224,37.59,44.997,39.641
M_002,2023-12-19,47.629,37.172,45.948,39.218
M_002,2023-12-20,48.5,36.436,45.715,41.75
M_002,2023-12-21,49.065,39.511,48.271,39.666
M_002,2023-12-22,49.104,37.159,46.266,40.918
M_002,2023-12-23,50.42,38.88,46.957,41.313
M_002,2023-12-24,49.708,37.328,49.474,41.979
M_002,2023-12-25,48.837,37.947,50.238,42.204
M_002,2023-12-26,51.743,41.292,50.485,42.377
M_002,2023-12-27,48.316,40.293,51.815,43.135
M_002,2023-12-28,49.008,39.49,49.724,42.257
M_002,2023-12-29,48.536,40.169,49.225,45.23
M_002,2023-12-30,51.216,40.751,49.905,43.565
M_002,2023-12-31,49.39,39.169,51.041,43.609
M_003,2022-01-01,22.513,21.115,45.394,26.993
M_003,2022-01-02,23.772,20.988,46.189,25.914
M_003,2022-01-03,22.617,23.857,47.089,26.541
M_003,2022-01-04,23.398,22.847,49.607,27.87
M_003,2022-01-05,23.037,25.026,48.394,29.704
M_003,2022-01-06,26.221,24.667,46.942,27.965
M_003,2022-01-07,24.021,23.736,48.712,28.349
M_003,2022-01-08,25.381,24.913,46.47,26.728
M_003,2022-01-09,23.183,23.82,47.713,27.807
M_003,2022-01-10,25.046,23.642,47.759,28.496
M_003,2022-01-11,25.917,23.035,49.551,27.624
M_003,2022-01-12,22.607,23.557,50.347,28.878
M_003,2022-01-13,24.249,24.269,46.036,28.008
M_003,2022-01-14,23.297,24.931,46.345,26.952
M_003,2022-01-15,21.742,22.874,46.359,25.741
M_003,2022-01-16,22.954,22.561,46.674,27.749
M_003,2022-01-17,22.19,20.886,44.424,27.893
M_003,2022-01-18,21.873,23.281,45.366,26.497
M_003,2022-01-19,22.294,19.96,44.822,24.154
M_003,2022-01-20,20.77,21.522,43.189,25.65
M_003,2022-01-21,19.321,21.79,43.314,23.828
M_003,2022-01-22,19.224,19.907,41.911,24.146
M_003,2022-01-23,21.682,20.221,42.564,24.844
M_003,2022-01-24,20.73,22.376,44.543,24.933
M_003,2022-01-25,21.595,20.382,43.774,26.384
M_003,2022-01-26,19.234,21.665,43.918,24.614
M_003,2022-01-27,20.573,21.106,44.241,24.746
M_003,2022-01-28,20.744,19.368,43.882,24.969
M_003,2022-01-29,21.97,23.609,44.362,24.83
M_003,2022-01-30,21.512,22.207,45.974,26.99
M_003,2022-01-31,23.48,23.448,45.533,28.741
M_003,2022-02-01,22.723,23.014,47.533,27.68
M_003,2022-02-02,21.245,23.318,47.507,26.178
M_003,2022-02-03,24.608,24.075,48.201,27.201
M_003,2022-02-04,25.174,24.165,49.104,31.0
M_003,2022-02-05,25.973,24.742,49.915,29.073
M_003,2022-02-06,23.707,24.402,48.536,29.476
M_003,2022-02-07,23.586,23.445,47.53,29.281
M_003,2022-02-08,25.384,24.69,47.047,30.494
M_003,2022-02-09,23.573,25.774,48.543,29.96
M_003,2022-02-10,24.04,24.169,47.699,28.044
M_003,2022-02-11,24.474,25.655,46.112,27.627
M_003,2022-02-12,23.183,23.681,46.972,28.756
M_003,2022-02-13,23.63,23.726,47.154,27.877
M_003,2022-02-14,23.912,22.913,48.014,29.786
M_003,2022-02-15,23.509,22.858,46.587,25.737
M_003,2022-02-16,22.577,21.493,46.067,25.706
M_003,2022-02-17,21.665,19.965,43.996,26.4
M_003,2022-02-18,20.789,22.548,43.863,26.146
M_003,2022-02-19,20.595,21.569,42.982,24.939
M_003,2022-02-20,20.275,21.832,44.743,23.924
M_003,2022-02-21,20.758,20.016,45.071,26.268
M_003,2022-02-22,19.443,21.538,43.22,24.667
M_003,2022-02-23,20.927,22.538,43.05,25.765
M_003,2022-02-24,19.82,19.578,44.179,25.048
M_003,2022-02-25,18.339,22.158,42.192,25.061
M_003,2022-02-26,22.755,23.464,44.224,24.03
M_003,2022-02-27,23.039,22.44,44.419,25.168
M_003,2022-02-28,21.403,21.603,45.596,25.59
M_003,2022-03-01,22.088,22.996,44.205,26.187
M_003,2022-03-02,21.278,22.889,44.174,27.879
M_003,2022-03-03,22.065,21.434,46.176,29.126
M_003,2022-03-04,24.499,21.692,45.604,27.427
M_003,2022-03-05,26.398,23.048,46.388,29.722
M_003,2022-03-06,24.675,25.361,46.913,28.414
M_003,2022-03-07,26.052,24.419,49.019,29.159
M_003,2022-03-08,23.877,24.727,49.057,29.621
M_003,2022-03-09,24.973,22.949,46.377,27.465
M_003,2022-03-10,24.513,24.473,46.707,30.081
M_003,2022-03-11,23.683,23.403,48.194,29.956
M_003,2022-03-12,26.841,25.196,49.526,27.61
M_003,2022-03-13,26.711,22.516,47.206,29.147
M_003,2022-03-14,22.645,23.15,46.324,27.975
M_003,2022-03-15,25.32,23.742,46.595,25.049
M_003,2022-03-16,23.977,24.128,44.97,27.479
M_003,2022-03-17,23.298,23.897,45.539,26.265
M_003,2022-03-18,22.243,23.811,46.902,26.713
M_003,2022-03-19,23.331,19.77,46.263,25.228
M_003,2022-03-20,23.726,20.722,44.266,26.557
M_003,2022-03-21,22.318,21.04,45.19,26.19
M_003,2022-03-22,21.816,20.846,45.088,26.865
M_003,2022-03-23,20.038,20.25,44.45,24.242
M_003,2022-03-24,19.383,22.106,42.117,24.819
M_003,2022-03-25,21.955,21.29,43.968,24.134
M_003,2022-03-26,21.637,20.132,44.719,25.47
M_003,2022-03-27,21.624,20.66,46.668,25.867
M_003,2022-03-28,21.451,21.821,44.114,25.378
M_003,2022-03-29,24.442,21.11,45.132,25.629
M_003,2022-03-30,21.383,22.67,45.618,27.369
M_003,2022-03-31,23.64,23.558,45.071,27.506
M_003,2022-04-01,23.921,22.062,46.097,25.835
M_003,2022-04-02,24.351,24.174,48.271,27.488
M_003,2022-04-03,24.541,24.904,46.495,27.219
M_003,2022-04-04,23.739,23.939,46.75,27.817
M_003,2022-04-05,25.663,24.513,48.248,28.267
M_003,2022-04-06,24.422,25.151,48.324,29.851
M_003,2022-04-07,26.52,24.354,49.239,28.174
M_003,2022-04-08,27.389,24.356,49.165,28.263
M_003,2022-04-09,25.173,26.698,47.667,31.565
M_003,2022-04-10,25.243,26.051,48.811,29.741
M_003,2022-04-11,23.662,24.443,49.444,28.779
M_003,2022-04-12,24.992,23.132,47.475,30.011
M_003,2022-04-13,23.269,25.096,47.889,28.352
M_003,2022-04-14,23.92,23.536,46.957,29.165
M_003,2022-04-15,23.38,25.447,47.271,27.272
M_003,2022-04-16,24.38,23.858,44.912,26.408
M_003,2022-04-17,22.886,21.244,48.251,27.859
M_003,2022-04-18,22.6,22.098,45.173,24.685
